idx,learning_rate,hidden_size,dropout,num_head,num_transf,mlp_size,patch_size,weight_decay,attention_selection,filter_by_attention,entangle,strong,mlp_only_quant,penny_or_kipu,which,test_auc,test_acc,val_auc,val_acc
48,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.90647993973042,74.76309226932668,74.51371571072319,92.9221916871083
49,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.43542584458126,73.11720698254364,73.91521197007481,92.22176049117874
50,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,92.09656577298257,74.81296758104739,74.06483790523691,93.15995836283685
51,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.78715917962272,73.76558603491273,72.86783042394015,93.30571134184585
52,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,92.24101416391463,74.214463840399,74.0149625935162,92.59821541650152
53,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,92.02633752035833,73.96508728179552,74.214463840399,92.65948643473877
54,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,92.17222802870809,74.4139650872818,74.46384039900249,92.57114640781401
55,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.37014179675215,72.91770573566085,72.76807980049875,92.6517656897394
56,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.52619069460454,75.16209476309227,74.4139650872818,92.47471051794098
57,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.4190034386667,73.16708229426435,73.36658354114714,92.37580107758839
58,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.84121946044993,74.11471321695761,74.11471321695761,92.64629046403087
59,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.91699430415544,74.91271820448878,75.61097256857855,93.0749538376943
60,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.27609957370261,73.31670822942642,73.96508728179552,92.25934111429916
61,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.99948060901916,74.96259351620948,75.56109725685786,92.89811434359274
62,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.5927601169183,73.96508728179552,75.26184538653366,92.85157860510763
63,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.86687860778265,74.91271820448878,74.66334164588528,92.98059867338841
64,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.78194153680862,75.01246882793018,72.31920199501248,92.48252679598407
65,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.88406834993285,73.66583541147132,74.1645885286783,92.84067715094793
66,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.5745895544596,74.86284289276807,74.56359102244389,92.75186484049425
67,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.84754855344579,74.86284289276807,74.81296758104739,93.37124627502637
68,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,92.0151738020047,74.3142144638404,74.51371571072319,93.25418408056532
69,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.32948676030762,75.16209476309227,75.21197007481297,92.96600103537652
70,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,92.2540071519177,73.46633416458853,73.16708229426435,92.69652878459559
71,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.99411410430768,75.21197007481297,74.3142144638404,92.6752558167496
