idx,learning_rate,hidden_size,dropout,num_head,num_transf,mlp_size,patch_size,weight_decay,attention_selection,entangle,penny_or_kipu,RD,convolutional,paralel,quantum_data,q_stride,connectivity,test_auc,test_acc,val_auc,val_acc,#params
36,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,91.82345490017737,73.71571072319202,93.06969645737789,73.678963110668,103327
37,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.35600496437705,75.91022443890274,93.17916729329735,74.27716849451646,103327
38,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.38008478970468,74.61346633416458,93.01520716635129,76.86939182452642,103327
39,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.65436656081486,74.56359102244389,93.4442901557697,74.27716849451646,103327
40,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.32855350800239,75.96009975062344,93.35154863672247,75.77268195413758,103327
41,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.31803196506789,74.1645885286783,92.82653249111547,73.77866400797608,103327
42,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.27557174511094,75.16209476309227,93.15616180483676,74.67597208374876,103327
43,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.63323366341955,75.21197007481297,92.98913477399341,75.97208374875373,103327
44,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.77922663466998,74.96259351620948,93.50061074072656,74.97507477567298,103327
45,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.43368228653169,74.86284289276807,93.50356336273647,75.67298105682951,103327
46,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.79210931112046,75.36159600997506,93.41534646420858,76.07178464606181,103327
47,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.37103091971119,74.3640897755611,93.0205231797034,73.97806580259221,103327
48,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.99477537266769,75.21197007481297,93.02814543243979,74.77567298105683,103327
49,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.47506104538509,75.46134663341645,92.89858363507547,76.5702891326022,103327
