idx,learning_rate,hidden_size,dropout,num_head,num_transf,mlp_size,patch_size,weight_decay,attention_selection,filter_by_attention,entangle,strong,mlp_only_quant,penny_or_kipu,which,t,RD,paralel,test_auc,test_acc,val_auc,val_acc
10,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,4,92.80902300754369,75.26184538653366,75.71072319201994,92.80946958092501
11,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,4,92.4780748733547,74.56359102244389,74.86284289276807,93.24089626608263
12,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,4,92.37820463997016,74.51371571072319,75.41147132169576,93.1256358253452
13,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,4,92.55589756341203,73.46633416458853,75.46134663341645,92.87234038332025
14,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.13854288828995,75.16209476309227,74.46384039900249,92.92565580688132
15,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.23203375302809,74.91271820448878,74.713216957606,92.96818802251867
16,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,4,92.05485641170768,74.81296758104739,75.01246882793018,92.96418800211408
17,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.58073091012481,75.21197007481297,74.51371571072319,93.30257701700553
18,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,4,92.39204702194218,74.3142144638404,74.46384039900249,93.00882747833182
19,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,91.97130771824898,74.214463840399,73.91521197007481,92.71556408882074
20,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,4,92.31101212151432,73.91521197007481,74.56359102244389,92.66085115578609
21,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,4,92.40518170273572,74.4139650872818,74.66334164588528,92.95913294001271
22,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.52513518128421,75.01246882793018,73.81546134663341,92.92556834023763
23,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,4,92.50491254403038,75.11221945137157,75.81047381546135,93.03723638144305
24,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.47250349157899,74.66334164588528,73.66583541147132,92.54586173604513
25,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.35613308428667,74.46384039900249,74.51371571072319,93.09090791333493
26,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.38718636027158,75.61097256857855,74.76309226932668,92.93156006066692
27,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.29457433141197,74.4139650872818,73.81546134663341,93.06140487864411
28,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.40434456447385,75.46134663341645,73.61596009975062,93.03122875550115
29,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.60030936105262,75.16209476309227,74.51371571072319,92.82173829844254
30,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.07121663056226,75.61097256857855,74.2643391521197,92.64000944086442
31,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,4,92.41160518215892,74.66334164588528,76.10972568578553,92.740300801283
32,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.40732170019736,75.41147132169576,74.3142144638404,93.08838406478189
33,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.13032418146098,75.16209476309227,74.1645885286783,92.92620618416808
34,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,4,92.46896159615295,73.61596009975062,74.46384039900249,93.17717558167782
35,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,4,92.44472460481123,73.51620947630923,73.51620947630923,92.87883123559418
36,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,91.94459085941266,74.713216957606,70.92269326683291,92.70480107285083
37,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.2463756942871,74.96259351620948,74.3640897755611,92.70741893228492
38,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.42487819351345,74.1645885286783,74.06483790523691,92.87362072698761
39,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.55996394549882,74.96259351620948,74.214463840399,93.08933911318059
40,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,4,92.77486718013945,74.0149625935162,74.46384039900249,92.88560299360881
41,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.07841452342454,76.20947630922693,74.61346633416458,92.86662567995131
42,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.44833391126917,74.86284289276807,73.31670822942642,93.15641563045902
43,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.56649888609626,75.51122194513715,74.56359102244389,93.21806509073421
44,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.63499132770686,75.96009975062344,75.01246882793018,93.00197986996113
45,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,4,92.58629084407717,74.91271820448878,75.51122194513715,92.92485647762652
46,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.5879995373699,75.06234413965088,73.31670822942642,93.1176260821499
47,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.25990281998784,74.2643391521197,73.56608478802993,93.0633613556622
48,0.0025,48,"{'embedding_attn': 0.5, 'after_attn': 0.325, 'feedforward': 0.275, 'embedding_pos': 0.325}",4,4,4,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,4,92.46791346051275,76.20947630922693,75.31172069825436,93.09389818267539
