idx,learning_rate,hidden_size,dropout,num_head,num_transf,mlp_size,patch_size,weight_decay,attention_selection,filter_by_attention,entangle,strong,mlp_only_quant,penny_or_kipu,which,t,RD,paralel,test_auc,test_acc,val_auc,val_acc
10,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,92.68800275220333,75.91022443890274,74.61346633416458,93.55764554717915
11,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,92.1943438470562,74.51371571072319,73.36658354114714,93.22842104616473
12,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,91.850269530252,73.11720698254364,74.0149625935162,93.24689750405832
13,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,91.98853725147366,73.26683291770574,73.46633416458853,92.88803835614888
14,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,92.44701331769241,75.51122194513715,74.91271820448878,92.91796637256029
15,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,91.94789419654788,75.51122194513715,74.06483790523691,93.13291905048578
16,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,91.78151682038782,74.3640897755611,74.51371571072319,93.14820133589834
17,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,92.04612753489184,74.76309226932668,74.91271820448878,92.89384012198252
18,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,91.72296280571547,73.31670822942642,73.16708229426435,92.59512845258381
19,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,92.10289686573644,73.76558603491273,74.3142144638404,93.13848694214806
20,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,92.05344395433883,75.56109725685786,74.56359102244389,92.9343395432124
21,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,92.04624186636981,74.0149625935162,75.06234413965088,92.5973105146405
22,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,92.26483864905923,75.31172069825436,75.11221945137157,93.15798378020384
23,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,91.76051993647746,73.51620947630923,73.96508728179552,92.89890607291038
24,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,91.96616490258484,73.71571072319202,74.2643391521197,93.32579222740254
25,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,91.87848176570077,73.16708229426435,73.81546134663341,92.93517091302492
26,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,92.40616405918186,75.06234413965088,75.26184538653366,93.51641591676709
27,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,92.03965990645749,74.56359102244389,74.51371571072319,92.66505666642104
28,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,92.44303796203319,74.713216957606,75.91022443890274,92.98302285636927
29,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,92.18067628115685,73.61596009975062,74.11471321695761,92.91281537830403
30,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,92.25058591914905,76.05985037406484,74.1645885286783,92.56142544044643
31,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,92.50526486362786,73.91521197007481,73.91521197007481,93.19164087243408
32,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,92.37142863442186,73.86533665835412,73.41645885286783,93.48042148752592
33,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,91.96435557260857,73.71571072319202,75.01246882793018,93.22809086202241
34,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,91.85025807503858,75.81047381546135,75.51122194513715,93.31872633135266
35,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,91.799591835914,74.96259351620948,74.86284289276807,92.90650659811553
36,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,91.87342893518942,74.86284289276807,74.96259351620948,92.88354799758856
37,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,92.20458332023436,74.91271820448878,74.76309226932668,92.97672029794572
38,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,92.60209114859356,74.86284289276807,75.31172069825436,93.36712050697894
39,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,92.43337101529467,74.96259351620948,74.1645885286783,93.18534129483943
40,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,91.75266435021092,74.2643391521197,74.56359102244389,92.75979867988218
41,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,92.07194290256301,75.41147132169576,74.11471321695761,92.7212094092318
42,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,92.02146231642094,74.713216957606,74.713216957606,93.01914656024769
43,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,92.23094971282848,75.16209476309227,74.61346633416458,92.40632665578097
44,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,92.16657699261545,74.2643391521197,74.3142144638404,93.19613657294549
45,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,91.44960617183855,73.91521197007481,72.51870324189527,92.14426834222373
46,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,91.53467528117181,74.51371571072319,73.96508728179552,92.90671242753073
47,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,92.50010726614386,73.86533665835412,73.86533665835412,93.1891529330091
48,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,last,0.1,1,2,92.64777731161418,75.11221945137157,75.26184538653366,92.8657639067153
49,0.0025,48,"{'embedding_attn': 0.35, 'after_attn': 0.3, 'feedforward': 0.25, 'embedding_pos': 0.25}",4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,1,2,91.78768195410703,74.2643391521197,73.26683291770574,92.92951366708759
